date,Open,High,Low,Close,Volume,aVWAP_peak_221,aVWAP_peak_220,aVWAP_peak_219,aVWAP_peak_218,aVWAP_peak_217,aVWAP_peak_216,aVWAP_peak_215,aVWAP_peak_214,aVWAP_peak_213,aVWAP_peak_212,aVWAP_peak_211,aVWAP_peak_210,aVWAP_peak_200,aVWAP_peak_199,aVWAP_peak_198,aVWAP_peak_197,aVWAP_peak_181,aVWAP_peak_180,aVWAP_peak_179,aVWAP_peak_178,aVWAP_peak_177,aVWAP_peak_176,aVWAP_peak_175,aVWAP_peak_174,aVWAP_peak_173,aVWAP_peak_172,aVWAP_peak_171,aVWAP_peak_170,aVWAP_peak_169,aVWAP_peak_168,aVWAP_peak_167,aVWAP_peak_166,aVWAP_peak_165,aVWAP_peak_164,aVWAP_peak_163,aVWAP_peak_162,aVWAP_peak_161,aVWAP_peak_160,aVWAP_peak_159,aVWAP_peak_158,aVWAP_peak_139,aVWAP_peak_138,aVWAP_peak_137,aVWAP_peak_136,aVWAP_peak_135,aVWAP_peak_134,aVWAP_peak_133,aVWAP_peak_132,aVWAP_peak_131,aVWAP_peak_130,aVWAP_peak_129,aVWAP_peak_128,aVWAP_peak_127,aVWAP_peak_126,aVWAP_peak_125,aVWAP_peak_124,aVWAP_peak_123,aVWAP_peak_122,aVWAP_peak_121,aVWAP_peak_120,aVWAP_peak_119,aVWAP_peak_118,aVWAP_peak_117,aVWAP_peak_116,aVWAP_peak_115,aVWAP_peak_114,aVWAP_peak_113,aVWAP_peak_112,aVWAP_peak_111,aVWAP_peak_110,aVWAP_peak_109,aVWAP_peak_108,aVWAP_peak_89,aVWAP_peak_88,aVWAP_peak_87,aVWAP_valley_210,aVWAP_valley_209,aVWAP_valley_208,aVWAP_valley_190,aVWAP_valley_189,aVWAP_valley_188,aVWAP_valley_186,Peaks_avg,Valleys_avg,color
2025-07-11 17:30:00+00:00,11.665,11.665,11.665,11.665,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 17:35:00+00:00,11.665,11.665,11.665,11.665,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 17:40:00+00:00,11.665,11.665,11.665,11.665,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 17:45:00+00:00,11.665,11.665,11.665,11.665,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 17:50:00+00:00,11.665,11.665,11.665,11.665,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 17:55:00+00:00,11.665,11.665,11.665,11.665,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 18:00:00+00:00,11.665,11.67,11.665,11.67,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 18:05:00+00:00,11.67,11.67,11.67,11.67,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 18:10:00+00:00,11.67,11.67,11.67,11.67,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 18:15:00+00:00,11.67,11.67,11.67,11.67,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 18:20:00+00:00,11.67,11.67,11.67,11.67,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 18:25:00+00:00,11.67,11.67,11.67,11.67,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 18:30:00+00:00,11.67,11.67,11.67,11.67,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 18:35:00+00:00,11.67,11.67,11.67,11.67,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 18:40:00+00:00,11.67,11.67,11.67,11.67,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 18:45:00+00:00,11.67,11.67,11.67,11.67,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 18:50:00+00:00,11.67,11.67,11.67,11.67,0.0,,,,,,,,,,,,,,,,,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.635833333333334,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,11.67388888888889,,,,,,,11.631666666666668,11.635833333333332,11.631666666666668,"rgba(38, 166, 154, 0.5)"
2025-07-11 18:55:00+00:00,11.67,11.67,11.65,11.66,16.0,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.635574712643677,11.655524691358027,11.656510673234811,#000000
2025-07-11 19:00:00+00:00,11.66,11.66,11.66,11.66,0.0,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.635574712643677,11.655524691358027,11.656510673234811,#000000
2025-07-11 19:05:00+00:00,11.66,11.66,11.66,11.66,0.0,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.635574712643677,11.655524691358027,11.656510673234811,#000000
2025-07-11 19:10:00+00:00,11.66,11.66,11.65,11.655,0.0,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.637623456790125,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.67318565400844,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.660000000000002,11.635574712643677,11.655524691358027,11.656510673234811,#000000
